,issue_id,issue_comments,issue_desc,created_at,closed_at
415,TEIID-2999,"Error:

{code}
14:27:48,921 WARN  [org.teiid.CONNECTOR] (Worker39_QueryProcessorQueue1816) Connector worker process failed for atomic-request=WpidMF9SD0dt.4.0.367: org.teiid.translator.jdbc.JDBCExecutionException: 0 TEIID11008:TEIID11004 Error executing statement(s): [SQL: SELECT g_0.""jcr:name"", g_0.""jcr:path"", g_0.""jcr:score"", g_0.""mode:depth"", g_0.""mode:localName"", g_0.""transform:deleteAllowed"", g_0.""transform:deleteSql"", g_0.""transform:deleteSqlDefault"", g_0.""transform:insertAllowed"", g_0.""transform:insertSql"", g_0.""transform:insertSqlDefault"", g_0.""transform:outputLocked"", g_0.""transform:selectSql"", g_0.""transform:updateAllowed"", g_0.""transform:updateSql"", g_0.""transform:updateSqlDefault"" FROM ""transform:withSql"" AS g_0 WHERE UpperCase(g_0.""transform:selectSql"") LIKE '%ORDER_EPPO_PUBKEY%']
	at org.teiid.translator.jdbc.JDBCQueryExecution.execute(JDBCQueryExecution.java:88)
	at org.teiid.dqp.internal.datamgr.ConnectorWorkItem.execute(ConnectorWorkItem.java:312) [teiid-engine-8.4.1-redhat-7.jar:8.4.1-redhat-7]
	at org.teiid.dqp.internal.process.DataTierTupleSource.getResults(DataTierTupleSource.java:301) [teiid-engine-8.4.1-redhat-7.jar:8.4.1-redhat-7]
	at org.teiid.dqp.internal.process.DataTierTupleSource$1.call(DataTierTupleSource.java:113) [teiid-engine-8.4.1-redhat-7.jar:8.4.1-redhat-7]
	at org.teiid.dqp.internal.process.DataTierTupleSource$1.call(DataTierTupleSource.java:110) [teiid-engine-8.4.1-redhat-7.jar:8.4.1-redhat-7]
	at java.util.concurrent.FutureTask.run(FutureTask.java:262) [rt.jar:1.7.0_60]
	at org.teiid.dqp.internal.process.FutureWork.run(FutureWork.java:58) [teiid-engine-8.4.1-redhat-7.jar:8.4.1-redhat-7]
	at org.teiid.dqp.internal.process.DQPWorkContext.runInContext(DQPWorkContext.java:269) [teiid-engine-8.4.1-redhat-7.jar:8.4.1-redhat-7]
	at org.teiid.dqp.internal.process.ThreadReuseExecutor$RunnableWrapper.run(ThreadReuseExecutor.java:119) [teiid-engine-8.4.1-redhat-7.jar:8.4.1-redhat-7]
	at org.teiid.dqp.internal.process.ThreadReuseExecutor$3.run(ThreadReuseExecutor.java:214) [teiid-engine-8.4.1-redhat-7.jar:8.4.1-redhat-7]
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145) [rt.jar:1.7.0_60]
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615) [rt.jar:1.7.0_60]
	at java.lang.Thread.run(Thread.java:745) [rt.jar:1.7.0_60]
Caused by: java.sql.SQLException: The JCR-SQL2 query ""SELECT g_0.""jcr:name"", g_0.""jcr:path"", g_0.""jcr:score"", g_0.""mode:depth"", g_0.""mode:localName"", g_0.""transform:deleteAllowed"", g_0.""transform:deleteSql"", g_0.""transform:deleteSqlDefault"", g_0.""transform:insertAllowed"", g_0.""transform:insertSql"", g_0.""transform:insertSqlDefault"", g_0.""transform:outputLocked"", g_0.""transform:selectSql"", g_0.""transform:updateAllowed"", g_0.""transform:updateSql"", g_0.""transform:updateSqlDefault"" FROM ""transform:withSql"" AS g_0 WHERE UpperCase(g_0.""transform:selectSql"") LIKE '%ORDER_EPPO_PUBKEY%'"" is not well-formed: Expecting a constraint, but found 'UpperCase' at line 1, column 467
	at org.modeshape.jdbc.JcrStatement.execute(JcrStatement.java:433)
	at org.modeshape.jdbc.JcrStatement.executeQuery(JcrStatement.java:479)
	at org.jboss.jca.adapters.jdbc.WrappedStatement.executeQuery(WrappedStatement.java:344)
	at org.teiid.translator.jdbc.JDBCQueryExecution.execute(JDBCQueryExecution.java:80)
	... 12 more
Caused by: javax.jcr.query.InvalidQueryException: The JCR-SQL2 query ""SELECT g_0.""jcr:name"", g_0.""jcr:path"", g_0.""jcr:score"", g_0.""mode:depth"", g_0.""mode:localName"", g_0.""transform:deleteAllowed"", g_0.""transform:deleteSql"", g_0.""transform:deleteSqlDefault"", g_0.""transform:insertAllowed"", g_0.""transform:insertSql"", g_0.""transform:insertSqlDefault"", g_0.""transform:outputLocked"", g_0.""transform:selectSql"", g_0.""transform:updateAllowed"", g_0.""transform:updateSql"", g_0.""transform:updateSqlDefault"" FROM ""transform:withSql"" AS g_0 WHERE UpperCase(g_0.""transform:selectSql"") LIKE '%ORDER_EPPO_PUBKEY%'"" is not well-formed: Expecting a constraint, but found 'UpperCase' at line 1, column 467
	at org.modeshape.jcr.JcrQueryManager.createQuery(JcrQueryManager.java:146)
	at org.modeshape.jcr.JcrQueryManager.createQuery(JcrQueryManager.java:101)
	at org.modeshape.jdbc.delegate.LocalRepositoryDelegate.execute(LocalRepositoryDelegate.java:139)
	at org.modeshape.jdbc.JcrStatement.execute(JcrStatement.java:429)
	... 15 more",,,
416,TEIID-4112,"If running a WITH table AS(...) query to Oracle and the query schema name is the same as the subquery name i.e. EWI.  you receive the Oracle error:

ORA-32039: recursive WITH clause must have column alias list

If you modify the query to 
WITH EWI1 AS ....
then it works.

f.ex:
breaking:       WITH tbl AS (
where tbl = a common table name in the current schema and the common table definition as (...) references a view in that schema. Oracle will complain with this erroneous error.  

work-around: WITH tbl_1 AS(
where tbl_1 does not exist as a current schema/table name.

",,,
423,TEIID-3219,"When querying a column which has a null value somewhere in it, the result set is missing all the rows under the null value in the xlsx file. When querying more columns, the result set is missing some values only if there is a row, where both columns contains null value.",,,
425,TEIID-3241,"When changing configuration of Audit and Command logging via Web Management, an exception is thrown in specific usecase, see the steps to reproduce below.
Then even after server restart logging doesn't work. No changes noticed in standalone.xml during the configuration.

Version-Release number of selected component (if applicable):
DV 6.1.0 ER4

How reproducible:
Once after installation (further on the logging simply doesn't work)

Steps to Reproduce:
1.Install DV with audit/command logging enabled
2.Start DV with bin/standalone.sh, check that logging works
3.Access http://localhost:9990/console/App.html#teiid-audit and unselect selected options
4.Apply
5.Select the previously deselected options again
6.Apply
7.See the server log in console
8.When there is server reload between unselecting and reselecting the options, then the exception is not raised, but the logging doesn't work afterwards.

Actual results:
java.lang.IllegalArgumentException: Handler ""TEIID_AUDIT_LOG"" is not found
or
java.lang.IllegalArgumentException: Handler ""TEIID_COMMAND_LOG"" is not found

Expected results:
Logging configured again",,,
448,TEIID-3204,"Admin shell throws an IncompatibleClassChangeError when wrong path to groovy script is provided along with load command.

Actual result:
===> [import static org.teiid.adminshell.AdminShell.*; import static org.teiid.adminshell.GroovySqlExtensions.*; import org.teiid.adminapi.*;]
FATAL: java.lang.IncompatibleClassChangeError: the number of constructors during runtime and compile time for java.lang.Exception do not match. Expected 4 but got 5
java.lang.IncompatibleClassChangeError: the number of constructors during runtime and compile time for java.lang.Exception do not match. Expected 4 but got 5
	at groovy.lang.MetaClassImpl.selectConstructorAndTransformArguments(MetaClassImpl.java:1406)
	at org.codehaus.groovy.runtime.ScriptBytecodeAdapter.selectConstructorAndTransformArguments(ScriptBytecodeAdapter.java:237)
	at org.codehaus.groovy.tools.shell.CommandException.<init>(Command.groovy:60)
	at sun.reflect.NativeConstructorAccessorImpl.newInstance0(Native Method)
	at sun.reflect.NativeConstructorAccessorImpl.newInstance(NativeConstructorAccessorImpl.java:57)
	at sun.reflect.DelegatingConstructorAccessorImpl.newInstance(DelegatingConstructorAccessorImpl.java:45)
	at java.lang.reflect.Constructor.newInstance(Constructor.java:526)
....
....",,,
451,TEIID-2786,"When trying to use the Teiid Designer feature of importing using a Teiid Connection fails when the connection is to ModeShape.  The following exception:

08:33:44,914 ERROR [stderr] (teiid-async-threads - 2) java.sql.SQLFeatureNotSupportedException
08:33:44,915 ERROR [stderr] (teiid-async-threads - 2) 	at org.modeshape.jdbc.JcrMetaData.getTypeInfo(JcrMetaData.java:1656)
08:33:44,915 ERROR [stderr] (teiid-async-threads - 2) 	at org.teiid.translator.jdbc.JDBCMetdataProcessor.getConnectorMetadata(JDBCMetdataProcessor.java:107)
08:33:44,915 INFO  [org.jboss.as.server] (management-handler-thread - 4) JBAS018559: Deployed ""importVDB-vdb.xml"" (runtime-name : ""importVDB-vdb.xml"")
08:33:44,916 ERROR [stderr] (teiid-async-threads - 2) 	at org.teiid.translator.jdbc.modeshape.ModeShapeExecutionFactory.getMetadata(ModeShapeExecutionFactory.java:280)
08:33:44,916 ERROR [stderr] (teiid-async-threads - 2) 	at org.teiid.translator.jdbc.modeshape.ModeShapeExecutionFactory.getMetadata(ModeShapeExecutionFactory.java:62)
08:33:44,916 ERROR [stderr] (teiid-async-threads - 2) 	at org.teiid.query.metadata.NativeMetadataRepository.loadMetadata(NativeMetadataRepository.java:61)
08:33:44,917 ERROR [stderr] (teiid-async-threads - 2) 	at org.teiid.query.metadata.ChainingMetadataRepository.loadMetadata(ChainingMetadataRepository.java:55)
08:33:44,917 ERROR [stderr] (teiid-async-threads - 2) 	at org.teiid.jboss.VDBService$6.run(VDBService.java:397)
08:33:44,917 ERROR [stderr] (teiid-async-threads - 2) 	at org.teiid.jboss.VDBService$7.run(VDBService.java:444)
08:33:44,918 ERROR [stderr] (teiid-async-threads - 2) 	at org.jboss.threads.SimpleDirectExecutor.execute(SimpleDirectExecutor.java:33)

My guess is the local modeshape jdbc driver hasn't been fully vetted in this area, as the remote JDBC version has been the one used when using the Modeshape eclipse plugin for importing the metadata.
",,,
457,TEIID-3922,"When using Accumulo translator to query an accumulo instance, following exception appears, when comparing on a column.
{code}
Caused by: java.lang.ClassNotFoundException: org.teiid.api.exception.query.ExpressionEvaluationException
{code}
Example query:
{code:sql}
SELECT * FROM MyTable WHERE MyColumn='string';
{code}

The reason is, that the mentioned class ExpressionEvaluationException is placed in module ""org.jboss.teiid"", but this module is not set as dependency in resulting ""org.jboss.teiid.translator.accumulo"" module.",,,
458,TEIID-4291,"When obtaining the table name and using it to match the registered class (configured in RA), the logic doesn't take into account when folders are used.   The name is returned like: folder[.folder].tableName

Nee to change logic to strip folder(s) to get the tableName.",,,
467,TEIID-4102,"There is problem with invalid module.xml file in infinispan 6 resource-adapter.

In its dependencies there is:
{code:xml}
<module name=""org.jboss.teiid.translator.infinispan.cache"" export=true/>
{code}

There should be
{code:xml}
<module name=""org.jboss.teiid.translator.infinispan.cache"" export=""true""/>
{code}",,,
468,TEIID-4128,"""full-ha"" profile in the domain mode is missing default SSL configuration for ODBC transport:
<ssl mode=""disabled""/>

This prevents OOB user:password authentication for ODBC transport.",,,
469,TEIID-4468,"Query """"SELECT stringNum FROM bqt1.SmallA <> 0"" returns also values NULL (empty cell in spreadsheet).
I.e., NULL is treated as different from 0.
If this is expected behavior, shouldn't it be in the documentation?
",,,
478,TEIID-4329,"When using the JDG annotations as the means of configuring the cache and serialization, its not specifying the package name qualifier.    ",,,
481,TEIID-3969,"hana was missing from the cli scripts and added by another issue - but we are still missing jpa2, simpledb, and ucanaccess.",,,
487,TEIID-4351,"When the primary object has a defined  1-to-1 relationship, the internal relationship isn't generating a second table by the metadata processor, even though its defined in the protobuf definition file and the marshallers.   And when the second table is manually built, and then tried to preview, the server is throwing a methodNotFound exception, because its looking back on the primary object for the method, not the internal object.

",,,
550,TEIID-4148," the ""org.jboss.teiid.translator.jdbc"" module (where the query originates from) has to list ""org.modeshape.jdbc"" as a dependency so that ModeShape's CP can be accessible.",,,
551,TEIID-4150,"There is a problem in mentioned module when server attempts to load it:
{code:plain}
[standalone@localhost:9999 /] /subsystem=resource-adapters/resource-adapter=infinispandsl:add(module=org.jboss.teiid.resource-adapter.infinispan.dsl)
{
    ""outcome"" => ""failed"",
    ""failure-description"" => ""JBAS010473: Failed to load module for RA [org.jboss.teiid.resource-adapter.infinispan.dsl]"",
    ""rolled-back"" => true
}
{code}
It is not valid module according to the 'urn:jboss:module:1.1' schema.
Problematic fragment:
{code:xml}
<dependencies>
...
<module name=""org.infinispan.query"" slot=""jdg-6.6"" optional=""true"" export=""true"" services=""true"" />
...
</dependencies>
{code}
According to the mentioned schema the attribute 'services' can have only values:
* none
* import
* export

This issue prevents a user from using the adapter.

Furthermore I am not sure that name 'org.infinispan.query' of the dependency module is correct. I haven't found such module in jdg client libs, there are two possible candidates though:
* org.infinispan.query.dsl
* org.infinispan.query.remote.client",,,
554,TEIID-4339,NoData,,,
555,TEIID-3124,"After install JDV 6.0.0.GA via
   java -jar jboss-dv-installer-6.0.0.GA-redhat-4.jar 
start JDV throw the following exception cause some of servers start failed:
~~~
17:17:35,824 ERROR [org.jboss.msc.service.fail] (MSC service thread 1-8) MSC000001: Failed to start service jboss.teiid.transport.jdbc: org.jboss.msc.service.StartException in service jboss.teiid.transport.jdbc: Failed to start service
    at org.jboss.msc.service.ServiceControllerImpl$StartTask.run(ServiceControllerImpl.java:1767) [jboss-msc-1.0.4.GA-redhat-1.jar:1.0.4.GA-redhat-1]
    at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145) [rt.jar:1.7.0_55]
    at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615) [rt.jar:1.7.0_55]
    at java.lang.Thread.run(Thread.java:744) [rt.jar:1.7.0_55]
Caused by: org.teiid.core.TeiidRuntimeException: TEIID40065 Failed to resolve the bind address
    at org.teiid.transport.SocketConfiguration.resolveHostName(SocketConfiguration.java:82)
    at org.teiid.transport.SocketConfiguration.getHostAddress(SocketConfiguration.java:103)
    at org.teiid.transport.SocketListener.<init>(SocketListener.java:55)
    at org.teiid.jboss.TransportService.start(TransportService.java:157)
    at org.jboss.msc.service.ServiceControllerImpl$StartTask.startService(ServiceControllerImpl.java:1811) [jboss-msc-1.0.4.GA-redhat-1.jar:1.0.4.GA-redhat-1]
    at org.jboss.msc.service.ServiceControllerImpl$StartTask.run(ServiceControllerImpl.java:1746) [jboss-msc-1.0.4.GA-redhat-1.jar:1.0.4.GA-redhat-1]
    ... 3 more

17:17:35,844 ERROR [org.jboss.msc.service.fail] (MSC service thread 1-4) MSC000001: Failed to start service jboss.teiid.transport.odbc: org.jboss.msc.service.StartException in service jboss.teiid.transport.odbc: Failed to start service
    at org.jboss.msc.service.ServiceControllerImpl$StartTask.run(ServiceControllerImpl.java:1767) [jboss-msc-1.0.4.GA-redhat-1.jar:1.0.4.GA-redhat-1]
    at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145) [rt.jar:1.7.0_55]
    at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615) [rt.jar:1.7.0_55]
    at java.lang.Thread.run(Thread.java:744) [rt.jar:1.7.0_55]
Caused by: org.teiid.core.TeiidRuntimeException: TEIID40065 Failed to resolve the bind address
    at org.teiid.transport.SocketConfiguration.resolveHostName(SocketConfiguration.java:82)
    at org.teiid.transport.SocketConfiguration.getHostAddress(SocketConfiguration.java:103)
    at org.teiid.transport.SocketListener.<init>(SocketListener.java:55)
    at org.teiid.transport.ODBCSocketListener.<init>(ODBCSocketListener.java:43)
    at org.teiid.jboss.TransportService.start(TransportService.java:181)
    at org.jboss.msc.service.ServiceControllerImpl$StartTask.startService(ServiceControllerImpl.java:1811) [jboss-msc-1.0.4.GA-redhat-1.jar:1.0.4.GA-redhat-1]
    at org.jboss.msc.service.ServiceControllerImpl$StartTask.run(ServiceControllerImpl.java:1746) [jboss-msc-1.0.4.GA-redhat-1.jar:1.0.4.GA-redhat-1]
    ... 3 more
~~~",,,
556,TEIID-3536,"Rows which have been inserted into cache directly through hotrod protocol can't be deleted or updated (update command returns correct number of rows to be updated but no rows are actually updated) using the Infinispan-dsl-cache translator.

If the rows are inserted through Infinispan-dsl-cache translator, then they can be deleted or updated.

Server1.log contains logs for an attempt to delete row which was previously directly inserted through hotrod protocol. It contains logs for two queries:
1, select * from smalla where intkey = 10 (returns 1 row)
2, delete from smalla where intkey = 10 (deletes 0 rows)

Server2.log contains logs for an attempt to delete row which was inserted using the Infinispan-dsl-cache translator. It contains logs for two queries:
1, insert into smalla(intKey, stringKey,booleanValue) values(141,'ss',false) (correctly inserts 1 row) 
2, delete from smalla where intkey = 10 (correctly deletes 1 row)",,,
