,diff,commit_id,summary,commit_time,files
137,"@@ -19,7 +19,7 @@
 package io.undertow.server;
 
 import io.undertow.UndertowMessages;
 import io.undertow.util.FlexBase64;
 import org.xnio.SslClientAuthMode;
 
 import javax.net.ssl.SSLPeerUnverifiedException;
@@ -28,7 +28,6 @@
 import javax.security.cert.X509Certificate;
 import java.io.ByteArrayInputStream;
 import java.io.IOException;
 import java.nio.ByteBuffer;
 import java.nio.charset.StandardCharsets;
 import java.util.Collection;
 
@@ -43,19 +42,21 @@ public class BasicSSLSessionInfo implements SSLSessionInfo {
     private final String cypherSuite;
     private final java.security.cert.Certificate[] peerCertificate;
     private final X509Certificate[] certificate;
 
     /**
      *
      * @param sessionId The SSL session ID
      * @param cypherSuite The cypher suite name
      * @param certificate A string representation of the client certificate
      * @throws java.security.cert.CertificateException If the client cert could not be decoded
      * @throws CertificateException If the client cert could not be decoded
      */
     public BasicSSLSessionInfo(byte[] sessionId, String cypherSuite, String certificate) throws java.security.cert.CertificateException, CertificateException {
         this.sessionId = sessionId;
         this.cypherSuite = cypherSuite;
 
         if (certificate != null) {
             java.security.cert.CertificateFactory cf = java.security.cert.CertificateFactory.getInstance(""X.509"");
             byte[] certificateBytes = certificate.getBytes(StandardCharsets.US_ASCII);
@@ -73,16 +74,42 @@ public BasicSSLSessionInfo(byte[] sessionId, String cypherSuite, String certific
             this.certificate = null;
         }
     }
     /**
      *
      * @param sessionId The Base64 encoded SSL session ID
      * @param cypherSuite The cypher suite name
      * @param certificate A string representation of the client certificate
      * @throws java.security.cert.CertificateException If the client cert could not be decoded
      * @throws CertificateException If the client cert could not be decoded
      */
     public BasicSSLSessionInfo(String sessionId, String cypherSuite, String certificate) throws java.security.cert.CertificateException, CertificateException {
         this(sessionId == null ? null : base64Decode(sessionId), cypherSuite, certificate);
     }
 
     @Override
@@ -100,6 +127,15 @@ public String getCipherSuite() {
         return cypherSuite;
     }
 
     @Override
     public java.security.cert.Certificate[] getPeerCertificates() throws SSLPeerUnverifiedException {
         if (certificate == null) {
@@ -126,18 +162,10 @@ public SSLSession getSSLSession() {
         return null;
     }
 
     private static byte[] base64Decode(String sessionId) {
         try {
             ByteBuffer sessionIdBuffer = FlexBase64.decode(sessionId);
             byte[] sessionIdData;
             if (sessionIdBuffer.hasArray()) {
                 sessionIdData = sessionIdBuffer.array();
             } else {
                 sessionIdData = new byte[sessionIdBuffer.remaining()];
                 sessionIdBuffer.get(sessionIdData);
             }
             return sessionIdData;
         } catch (IOException e) {
             //can happen if the session id is invalid
             return null;
         }
",167,,,
138,"@@ -30,6 +30,44 @@
  */
 public interface SSLSessionInfo {
 
     /**
      *
      * @return The SSL session ID, or null if this could not be determined.
@@ -38,6 +76,10 @@ public interface SSLSessionInfo {
 
     java.lang.String getCipherSuite();
 
     /**
      * Gets the peer certificates. This may force SSL renegotiation.
      *
",161,,,
139,"@@ -32,6 +32,7 @@
 import javax.security.cert.CertificateException;
 
 import static io.undertow.util.Headers.SSL_CIPHER;
 import static io.undertow.util.Headers.SSL_CLIENT_CERT;
 import static io.undertow.util.Headers.SSL_SESSION_ID;
 
@@ -61,6 +62,7 @@
 public class SSLHeaderHandler implements HttpHandler {
 
     public static final String HTTPS = ""https"";
 
     private static final ExchangeCompletionListener CLEAR_SSL_LISTENER = new ExchangeCompletionListener() {
         @Override
@@ -82,19 +84,33 @@ public void handleRequest(HttpServerExchange exchange) throws Exception {
         final String sessionId = requestHeaders.getFirst(SSL_SESSION_ID);
         final String cipher = requestHeaders.getFirst(SSL_CIPHER);
         String clientCert = requestHeaders.getFirst(SSL_CLIENT_CERT);
         //the proxy client replaces \n with ' '
         if (clientCert != null && clientCert.length() > 28) {
             StringBuilder sb = new StringBuilder(clientCert.length() + 1);
             sb.append(Certificates.BEGIN_CERT);
             sb.append('\n');
             sb.append(clientCert.replace(' ', '\n').substring(28, clientCert.length() - 26));//core certificate data
             sb.append('\n');
             sb.append(Certificates.END_CERT);
             clientCert = sb.toString();
         }
         if (clientCert != null || sessionId != null || cipher != null) {
             try {
                 SSLSessionInfo info = new BasicSSLSessionInfo(sessionId, cipher, clientCert);
                 exchange.setRequestScheme(HTTPS);
                 exchange.getConnection().setSslSessionInfo(info);
                 exchange.addExchangeCompleteListener(CLEAR_SSL_LISTENER);
",168,,,
140,"@@ -538,6 +538,7 @@ public void run() {
                 }
                 request.putAttachment(ProxiedRequestAttachments.SSL_CYPHER, sslSessionInfo.getCipherSuite());
                 request.putAttachment(ProxiedRequestAttachments.SSL_SESSION_ID, sslSessionInfo.getSessionId());
             }
 
             if(rewriteHostHeader) {
",72,,,
141,"@@ -18,6 +18,7 @@
 
 package io.undertow.server.protocol.ajp;
 
 import java.io.UnsupportedEncodingException;
 import java.net.InetAddress;
 import java.net.InetSocketAddress;
@@ -112,11 +113,19 @@ BasicSSLSessionInfo createSslSessionInfo() {
         String sessionId = sslSessionId;
         String cypher = sslCipher;
         String cert = sslCert;
         if (cert == null && sessionId == null) {
             return null;
         }
         try {
             return new BasicSSLSessionInfo(sessionId, cypher, cert);
         } catch (CertificateException e) {
             return null;
         } catch (javax.security.cert.CertificateException e) {
",32,,,
142,"@@ -26,6 +26,7 @@
 import io.undertow.server.HttpServerExchange;
 import io.undertow.server.SSLSessionInfo;
 import io.undertow.servlet.handlers.ServletRequestContext;
 
 /**
  * Handler that associates SSL metadata with request
@@ -55,30 +56,7 @@ public SSLInformationAssociationHandler(final HttpHandler next) {
      * @return int indicating the effective key entropy bit-length.
      */
     public static int getKeyLength(String cipherSuite) {
         // Roughly ordered from most common to least common.
         if (cipherSuite == null) {
             return 0;
         } else if (cipherSuite.contains(""WITH_AES_256_"")) {
             return 256;
         } else if (cipherSuite.contains(""WITH_RC4_128_"")) {
             return 128;
         } else if (cipherSuite.contains(""WITH_AES_128_"")) {
             return 128;
         } else if (cipherSuite.contains(""WITH_RC4_40_"")) {
             return 40;
         } else if (cipherSuite.contains(""WITH_3DES_EDE_CBC_"")) {
             return 168;
         } else if (cipherSuite.contains(""WITH_IDEA_CBC_"")) {
             return 128;
         } else if (cipherSuite.contains(""WITH_RC2_CBC_40_"")) {
             return 40;
         } else if (cipherSuite.contains(""WITH_DES40_CBC_"")) {
             return 40;
         } else if (cipherSuite.contains(""WITH_DES_CBC_"")) {
             return 56;
         } else {
             return 0;
         }
     }
 
 
@@ -120,9 +98,10 @@ public void handleRequest(HttpServerExchange exchange) throws Exception {
         SSLSessionInfo ssl = exchange.getConnection().getSslSessionInfo();
         if (ssl != null) {
             String cipherSuite = ssl.getCipherSuite();
             request.setAttribute(""javax.servlet.request.cipher_suite"", cipherSuite);
             request.setAttribute(""javax.servlet.request.key_size"", getKeyLength(cipherSuite));
             request.setAttribute(""javax.servlet.request.ssl_session_id"", ssl.getSessionId());
             X509Certificate[] certs = getCerts(ssl);
             if (certs != null) {
                 request.setAttribute(""javax.servlet.request.X509Certificate"", certs);
",163,,,
143,"@@ -49,6 +49,9 @@ protected void doGet(HttpServletRequest req, HttpServletResponse resp) throws Se
             if (attribute!=null){
                 pw.write(attribute[0].getSerialNumber().toString());
             }
         }
         pw.close();
     }
",169,,,
144,"@@ -0,0 +1,108 @@
",170,,,
145,"@@ -37,6 +37,7 @@
 import org.junit.runner.RunWith;
 
 import java.io.IOException;
 
 import static org.junit.Assert.assertEquals;
 
@@ -48,8 +49,7 @@
 @RunWith(DefaultServer.class)
 public class SSLMetaDataTestCase {
 
     @BeforeClass
     public static void setup() throws Exception {
         DefaultServer.startSSLServer();
 
         final PathHandler root = new PathHandler();
@@ -58,6 +58,7 @@ public static void setup() throws Exception {
         ServletInfo s = new ServletInfo(""servlet"", SSLAttributesServlet.class)
                 .addMapping(""/id"")
                 .addMapping(""/cert"")
                 .addMapping(""/key-size"")
                 .addMapping(""/cipher-suite"");
 
@@ -72,7 +73,12 @@ public static void setup() throws Exception {
         DeploymentManager manager = container.addDeployment(info);
         manager.deploy();
         root.addPrefixPath(info.getContextPath(), manager.start());
 
         DefaultServer.setRootHandler(root);
     }
 
@@ -83,7 +89,12 @@ public static void cleanUp() throws Exception {
 
     @Test
     public void testSessionId() throws IOException {
         internalTest(""/id"");
     }
 
     @Test
@@ -101,17 +112,25 @@ public void testCert() throws IOException {
         internalTest(""/cert"");
     }
 
     private void internalTest(final String path) throws IOException {
         TestHttpClient client = new TestHttpClient();
         client.setSSLContext(DefaultServer.getClientSSLContext());
 
         final String url = DefaultServer.getDefaultServerSSLAddress() + ""/servletContext"" + path;
         try {
             HttpGet get = new HttpGet(url);
             HttpResponse result = client.execute(get);
             assertEquals(StatusCodes.OK, result.getStatusLine().getStatusCode());
             String response = HttpClientUtils.readResponse(result);
             Assert.assertTrue(response.length() > 0);
         } finally {
             client.getConnectionManager().shutdown();
         }
",171,,,
150,"@@ -18,9 +18,9 @@
 
 package io.undertow.protocols.ssl;
 
 import static org.xnio.IoUtils.safeClose;
 
 import java.io.IOException;
 import java.net.InetSocketAddress;
 import java.net.SocketAddress;
 import java.net.URI;
@@ -41,6 +41,8 @@
 import javax.net.ssl.SSLParameters;
 
 import io.undertow.UndertowOptions;
 import org.xnio.ChannelListener;
 import org.xnio.ChannelListeners;
 import org.xnio.FutureResult;
@@ -66,8 +68,7 @@
 import org.xnio.ssl.SslConnection;
 import org.xnio.ssl.XnioSsl;
 
 import io.undertow.connector.ByteBufferPool;
 import io.undertow.server.DefaultByteBufferPool;
 
 /**
  * @author Stuart Douglas
@@ -431,8 +432,14 @@ public void handleEvent(final StreamConnection connection) {
 
                 SSLEngine sslEngine = JsseSslUtils.createSSLEngine(sslContext, optionMap, destination);
                 SSLParameters params = sslEngine.getSSLParameters();
                 params.setServerNames(Collections.singletonList(new SNIHostName(destination.getHostString())));
 
                 final String endpointIdentificationAlgorithm = optionMap.get(UndertowOptions.ENDPOINT_IDENTIFICATION_ALGORITHM, null);
                 if (endpointIdentificationAlgorithm != null) {
                     params.setEndpointIdentificationAlgorithm(endpointIdentificationAlgorithm);
",175,,,
151,"@@ -135,15 +135,15 @@ public class Http2Channel extends AbstractFramedChannel<Http2Channel, AbstractHt
     private final String protocol;
 
     //local
     private int encoderHeaderTableSize;
     private volatile boolean pushEnabled;
     private volatile int sendMaxConcurrentStreams = -1;
     private volatile int receiveMaxConcurrentStreams = -1;
     private volatile int sendConcurrentStreams = 0;
     private volatile int receiveConcurrentStreams = 0;
     private volatile int initialReceiveWindowSize = DEFAULT_INITIAL_WINDOW_SIZE;
     private volatile int sendMaxFrameSize = DEFAULT_MAX_FRAME_SIZE;
     private int receiveMaxFrameSize = DEFAULT_MAX_FRAME_SIZE;
     private int unackedReceiveMaxFrameSize = DEFAULT_MAX_FRAME_SIZE; //the old max frame size, this gets updated when our setting frame is acked
     private final int maxHeaders;
     private final int maxHeaderListSize;
@@ -179,7 +179,7 @@ public class Http2Channel extends AbstractFramedChannel<Http2Channel, AbstractHt
 
     private final Map<AttachmentKey<?>, Object> attachments = Collections.synchronizedMap(new HashMap<AttachmentKey<?>, Object>());
 
     private ParseTimeoutUpdater parseTimeoutUpdater;
 
     private final Object flowControlLock = new Object();
 
@@ -195,12 +195,13 @@ public class Http2Channel extends AbstractFramedChannel<Http2Channel, AbstractHt
     /**
      * How much data we have told the remote endpoint we are prepared to accept, guarded by {@link #flowControlLock}
      */
     private volatile int receiveWindowSize = initialReceiveWindowSize;
 
 
     public Http2Channel(StreamConnection connectedStreamChannel, String protocol, ByteBufferPool bufferPool, PooledByteBuffer data, boolean clientSide, boolean fromUpgrade, OptionMap settings) {
         this(connectedStreamChannel, protocol, bufferPool, data, clientSide, fromUpgrade, true, null, settings);
     }
     public Http2Channel(StreamConnection connectedStreamChannel, String protocol, ByteBufferPool bufferPool, PooledByteBuffer data, boolean clientSide, boolean fromUpgrade, boolean prefaceRequired, OptionMap settings) {
         this(connectedStreamChannel, protocol, bufferPool, data, clientSide, fromUpgrade, prefaceRequired, null, settings);
     }
@@ -211,6 +212,7 @@ public Http2Channel(StreamConnection connectedStreamChannel, String protocol, By
 
         pushEnabled = settings.get(UndertowOptions.HTTP2_SETTINGS_ENABLE_PUSH, true);
         this.initialReceiveWindowSize = settings.get(UndertowOptions.HTTP2_SETTINGS_INITIAL_WINDOW_SIZE, DEFAULT_INITIAL_WINDOW_SIZE);
         this.receiveMaxConcurrentStreams = settings.get(UndertowOptions.HTTP2_SETTINGS_MAX_CONCURRENT_STREAMS, -1);
 
         this.protocol = protocol == null ? Http2OpenListener.HTTP2 : protocol;
",117,,,
152,"@@ -212,7 +212,12 @@ public void servletContextAttributeAdded(final String name, final Object value)
         }
         final ServletContextAttributeEvent sre = new ServletContextAttributeEvent(servletContext, name, value);
         for (int i = 0; i < servletContextAttributeListeners.length; ++i) {
             this.<ServletContextAttributeListener>get(servletContextAttributeListeners[i]).attributeAdded(sre);
         }
     }
 
@@ -222,7 +227,12 @@ public void servletContextAttributeRemoved(final String name, final Object value
         }
         final ServletContextAttributeEvent sre = new ServletContextAttributeEvent(servletContext, name, value);
         for (int i = 0; i < servletContextAttributeListeners.length; ++i) {
             this.<ServletContextAttributeListener>get(servletContextAttributeListeners[i]).attributeRemoved(sre);
         }
     }
 
@@ -232,7 +242,12 @@ public void servletContextAttributeReplaced(final String name, final Object valu
         }
         final ServletContextAttributeEvent sre = new ServletContextAttributeEvent(servletContext, name, value);
         for (int i = 0; i < servletContextAttributeListeners.length; ++i) {
             this.<ServletContextAttributeListener>get(servletContextAttributeListeners[i]).attributeReplaced(sre);
         }
     }
 
@@ -250,10 +265,11 @@ public void requestInitialized(final ServletRequest request) {
             } catch (RuntimeException e) {
                 UndertowServletLogger.REQUEST_LOGGER.errorInvokingListener(""requestInitialized"", servletRequestListeners[i].getListenerInfo().getListenerClass(), e);
                 for (; i >= 0; i--) {
                     try {
                         this.<ServletRequestListener>get(servletRequestListeners[i]).requestDestroyed(sre);
                     } catch (Throwable t) {
                         UndertowServletLogger.REQUEST_LOGGER.errorInvokingListener(""requestDestroyed"", servletRequestListeners[i].getListenerInfo().getListenerClass(), e);
                     }
                 }
                 throw e;
@@ -284,7 +300,13 @@ public void servletRequestAttributeAdded(final HttpServletRequest request, final
         }
         final ServletRequestAttributeEvent sre = new ServletRequestAttributeEvent(servletContext, request, name, value);
         for (int i = 0; i < servletRequestAttributeListeners.length; ++i) {
             this.<ServletRequestAttributeListener>get(servletRequestAttributeListeners[i]).attributeAdded(sre);
         }
     }
 
@@ -294,7 +316,12 @@ public void servletRequestAttributeRemoved(final HttpServletRequest request, fin
         }
         final ServletRequestAttributeEvent sre = new ServletRequestAttributeEvent(servletContext, request, name, value);
         for (int i = 0; i < servletRequestAttributeListeners.length; ++i) {
             this.<ServletRequestAttributeListener>get(servletRequestAttributeListeners[i]).attributeRemoved(sre);
         }
     }
 
@@ -304,7 +331,12 @@ public void servletRequestAttributeReplaced(final HttpServletRequest request, fi
         }
         final ServletRequestAttributeEvent sre = new ServletRequestAttributeEvent(servletContext, request, name, value);
         for (int i = 0; i < servletRequestAttributeListeners.length; ++i) {
             this.<ServletRequestAttributeListener>get(servletRequestAttributeListeners[i]).attributeReplaced(sre);
         }
     }
 
@@ -314,7 +346,12 @@ public void sessionCreated(final HttpSession session) {
         }
         final HttpSessionEvent sre = new HttpSessionEvent(session);
         for (int i = 0; i < httpSessionListeners.length; ++i) {
             this.<HttpSessionListener>get(httpSessionListeners[i]).sessionCreated(sre);
         }
     }
 
@@ -325,7 +362,11 @@ public void sessionDestroyed(final HttpSession session) {
         final HttpSessionEvent sre = new HttpSessionEvent(session);
         for (int i = httpSessionListeners.length - 1; i >= 0; --i) {
             ManagedListener listener = httpSessionListeners[i];
             this.<HttpSessionListener>get(listener).sessionDestroyed(sre);
         }
     }
 
@@ -335,7 +376,12 @@ public void httpSessionAttributeAdded(final HttpSession session, final String na
         }
         final HttpSessionBindingEvent sre = new HttpSessionBindingEvent(session, name, value);
         for (int i = 0; i < httpSessionAttributeListeners.length; ++i) {
             this.<HttpSessionAttributeListener>get(httpSessionAttributeListeners[i]).attributeAdded(sre);
         }
     }
 
@@ -345,7 +391,12 @@ public void httpSessionAttributeRemoved(final HttpSession session, final String
         }
         final HttpSessionBindingEvent sre = new HttpSessionBindingEvent(session, name, value);
         for (int i = 0; i < httpSessionAttributeListeners.length; ++i) {
             this.<HttpSessionAttributeListener>get(httpSessionAttributeListeners[i]).attributeRemoved(sre);
         }
     }
 
@@ -355,7 +406,12 @@ public void httpSessionAttributeReplaced(final HttpSession session, final String
         }
         final HttpSessionBindingEvent sre = new HttpSessionBindingEvent(session, name, value);
         for (int i = 0; i < httpSessionAttributeListeners.length; ++i) {
             this.<HttpSessionAttributeListener>get(httpSessionAttributeListeners[i]).attributeReplaced(sre);
         }
     }
 
@@ -365,7 +421,12 @@ public void httpSessionIdChanged(final HttpSession session, final String oldSess
         }
         final HttpSessionEvent sre = new HttpSessionEvent(session);
         for (int i = 0; i < httpSessionIdListeners.length; ++i) {
             this.<HttpSessionIdListener>get(httpSessionIdListeners[i]).sessionIdChanged(sre, oldSessionId);
         }
     }
 
",176,,,
153,"@@ -187,7 +187,6 @@ public void deploy() {
                 @Override
                 public Void call(HttpServerExchange exchange, Object ignore) throws Exception {
                     final ApplicationListeners listeners = createListeners();
                     listeners.start();
 
                     deployment.setApplicationListeners(listeners);
 
@@ -207,6 +206,8 @@ public Void call(HttpServerExchange exchange, Object ignore) throws Exception {
                         }
                     }
 
                     deployment.getSessionManager().registerSessionListener(new SessionListenerBridge(deployment, listeners, servletContext));
                     for(SessionListener listener : deploymentInfo.getSessionListeners()) {
                         deployment.getSessionManager().registerSessionListener(listener);
",69,,,
170,"@@ -109,8 +109,13 @@ public <T> T setOption(final Option<T> option, final T value) throws IllegalArgu
             try {
                 return option.cast(engine.getNeedClientAuth() ? SslClientAuthMode.REQUIRED : engine.getWantClientAuth() ? SslClientAuthMode.REQUESTED : SslClientAuthMode.NOT_REQUESTED);
             } finally {
                 engine.setNeedClientAuth(value == SslClientAuthMode.REQUIRED);
                 engine.setWantClientAuth(value == SslClientAuthMode.REQUESTED);
             }
         } else if (option == Options.SECURE) {
             throw new IllegalArgumentException();
",181,,,
171,"@@ -59,6 +59,7 @@ public class DefaultAccessLogReceiver implements AccessLogReceiver, Runnable, Cl
     //0 = not running
     //1 = queued
     //2 = running
     @SuppressWarnings(""unused"")
     private volatile int state = 0;
 
@@ -188,22 +189,40 @@ public void run() {
                 writeMessage(messages);
             }
         } finally {
             stateUpdater.set(this, 0);
             //check to see if there is still more messages
             //if so then run this again
             if (!pendingMessages.isEmpty() || forceLogRotation) {
                 if (stateUpdater.compareAndSet(this, 0, 1)) {
                     logWriteExecutor.execute(this);
                 }
             } else if (closed) {
                 try {
                     if(writer != null) {
                         writer.flush();
                         writer.close();
                         writer = null;
                     }
                 } catch (IOException e) {
                     UndertowLogger.ROOT_LOGGER.errorWritingAccessLog(e);
                 }
             }
         }
",182,,,
172,"@@ -60,6 +60,10 @@ public String getErrorLocation(final Throwable exception) {
         }
         if (location == null && exception instanceof ServletException) {
             Throwable rootCause = ((ServletException) exception).getRootCause();
             if (rootCause != null) {
                 for (Class c = rootCause.getClass(); c != null && location == null; c = c.getSuperclass()) {
                     location = exceptionMappings.get(c);
",183,,,
173,"@@ -61,10 +61,13 @@ public String getErrorLocation(final Throwable exception) {
         if (location == null && exception instanceof ServletException) {
             Throwable rootCause = ((ServletException) exception).getRootCause();
             //Iterate through any nested JasperException in case it is in JSP development mode
             while (rootCause != null && rootCause instanceof ServletException) {
                 rootCause = ((ServletException) rootCause).getRootCause();
             }
             if (rootCause != null) {
                 for (Class c = rootCause.getClass(); c != null && location == null; c = c.getSuperclass()) {
                     location = exceptionMappings.get(c);
                 }
",183,,,
174,"@@ -29,8 +29,11 @@
  * Predicate that returns true if the Content-Size of a request is above a
  * given value.
  *
  * @author Stuart Douglas
  */
 public class MaxContentSizePredicate implements Predicate {
 
     private final long maxSize;
",184,,,
175,"@@ -29,8 +29,11 @@
  * Predicate that returns true if the Content-Size of a request is below a
  * given value.
  *
  * @author Stuart Douglas
  */
 public class MinContentSizePredicate implements Predicate {
 
     private final long minSize;
",185,,,
176,"@@ -119,20 +119,41 @@ public static Predicate prefixes(final String... paths) {
      * Predicate that returns true if the Content-Size of a request is above a
      * given value.
      *
      * @author Stuart Douglas
      */
     public static Predicate maxContentSize(final long size) {
         return new MaxContentSizePredicate(size);
     }
 
     /**
      * Predicate that returns true if the Content-Size of a request is below a
      * given value.
      */
     public static Predicate minContentSize(final long size) {
         return new MinContentSizePredicate(size);
     }
 
     /**
      * Prediction which always returns true
      */
",186,,,
177,"@@ -0,0 +1,79 @@
",187,,,
178,"@@ -0,0 +1,79 @@
",188,,,
179,"@@ -12,3 +12,5 @@ io.undertow.predicate.MaxContentSizePredicate$Builder
 io.undertow.predicate.MinContentSizePredicate$Builder
 io.undertow.predicate.SecurePredicate$Builder
 io.undertow.predicate.IdempotentPredicate$Builder
\ No newline at end of file
",189,,,
180,"@@ -220,12 +220,10 @@ public void handleEvent(Http2StreamSourceChannel channel) {
      * @param initial The initial upgrade request that started the HTTP2 connection
      */
     void handleInitialRequest(HttpServerExchange initial, Http2Channel channel, byte[] data) {
 
         //we have a request
         Http2HeadersStreamSinkChannel sink = channel.createInitialUpgradeResponseStream();
         final Http2ServerConnection connection = new Http2ServerConnection(channel, sink, undertowOptions, bufferSize, rootHandler);
 
 
         HeaderMap requestHeaders = new HeaderMap();
         for(HeaderValues hv : initial.getRequestHeaders()) {
             requestHeaders.putAll(hv.getHeaderName(), hv);
@@ -242,11 +240,10 @@ void handleInitialRequest(HttpServerExchange initial, Http2Channel channel, byte
         exchange.setRequestScheme(initial.getRequestScheme());
         exchange.setRequestMethod(initial.getRequestMethod());
         exchange.setQueryString(initial.getQueryString());
         if(data != null) {
             Connectors.ungetRequestBytes(exchange, new ImmediatePooledByteBuffer(ByteBuffer.wrap(data)));
         } else {
             Connectors.terminateRequest(exchange);
         }
         String uri = exchange.getQueryString().isEmpty() ? initial.getRequestURI() : initial.getRequestURI() + '?' + exchange.getQueryString();
         try {
             Connectors.setExchangeRequestPath(exchange, uri, encoding, decode, allowEncodingSlash, decodeBuffer, maxParameters);
@@ -256,7 +253,6 @@ void handleInitialRequest(HttpServerExchange initial, Http2Channel channel, byte
             return;
         }
 
 
         handleCommonSetup(sink, exchange, connection);
         Connectors.executeRootHandler(rootHandler, exchange);
     }
",113,,,
181,"@@ -682,17 +682,13 @@ public ServletInputStream getInputStream() throws IOException {
     }
 
     public void closeAndDrainRequest() throws IOException {
         try {
             if (reader != null) {
                 reader.close();
             }
             if (servletInputStream == null) {
                 servletInputStream = new ServletInputStreamImpl(this);
             }
             servletInputStream.close();
         } finally {
             clearAttributes();
         }
     }
 
     /**
",97,,,
184,"@@ -22,6 +22,8 @@
 import java.lang.reflect.Method;
 import java.security.AccessController;
 import java.security.PrivilegedAction;
 import javax.net.ssl.SSLEngine;
 import javax.net.ssl.SSLParameters;
 
@@ -38,16 +40,39 @@ public class JDK9AlpnProvider implements ALPNProvider {
 
 
     public static final JDK9ALPNMethods JDK_9_ALPN_METHODS;
 
     static {
         JDK_9_ALPN_METHODS = AccessController.doPrivileged(new PrivilegedAction<JDK9ALPNMethods>() {
             @Override
             public JDK9ALPNMethods run() {
                 try {
                     Method setApplicationProtocols = SSLParameters.class.getMethod(""setApplicationProtocols"", String[].class);
                     Method getApplicationProtocol = SSLEngine.class.getMethod(""getApplicationProtocol"");
                     UndertowLogger.ROOT_LOGGER.debug(""Using JDK9 ALPN"");
                     return new JDK9ALPNMethods(setApplicationProtocols, getApplicationProtocol);
                 } catch (Exception e) {
                     UndertowLogger.ROOT_LOGGER.debug(""JDK9 ALPN not supported"");
                     return null;
",52,,,
185,"@@ -326,6 +326,7 @@ private void handleFirstRequest(final HttpServerExchange exchange, ServletReques
         //if it is not dispatched and is not a mock request
         if (!exchange.isDispatched() && !(exchange.getConnection() instanceof MockServerConnection)) {
             servletRequestContext.getOriginalResponse().responseDone();
         }
         if(!exchange.isDispatched()) {
             AsyncContextImpl ctx = servletRequestContext.getOriginalRequest().getAsyncContextInternal();
",190,,,
186,"@@ -614,6 +614,7 @@ private void onAsyncCompleteAndRespond() {
             response.responseDone();
             try {
                 servletRequestContext.getOriginalRequest().closeAndDrainRequest();
             } catch (IOException e) {
                 UndertowLogger.REQUEST_IO_LOGGER.ioException(e);
             } catch (Throwable t) {
",191,,,
187,"@@ -1188,6 +1188,12 @@ public String toString() {
         return ""HttpServletRequestImpl [ "" + getMethod() + ' ' + getRequestURI() + "" ]"";
     }
 
     @Override
     public PushBuilder newPushBuilder() {
         if(exchange.getConnection().isPushSupported()) {
",97,,,
188,"@@ -326,7 +326,6 @@ private void handleFirstRequest(final HttpServerExchange exchange, ServletReques
         //if it is not dispatched and is not a mock request
         if (!exchange.isDispatched() && !(exchange.getConnection() instanceof MockServerConnection)) {
             servletRequestContext.getOriginalResponse().responseDone();
             servletRequestContext.getOriginalRequest().clearAttributes();
         }
         if(!exchange.isDispatched()) {
             AsyncContextImpl ctx = servletRequestContext.getOriginalRequest().getAsyncContextInternal();
",190,,,
189,"@@ -614,7 +614,6 @@ private void onAsyncCompleteAndRespond() {
             response.responseDone();
             try {
                 servletRequestContext.getOriginalRequest().closeAndDrainRequest();
                 servletRequestContext.getOriginalRequest().clearAttributes();
             } catch (IOException e) {
                 UndertowLogger.REQUEST_IO_LOGGER.ioException(e);
             } catch (Throwable t) {
",191,,,
190,"@@ -682,25 +682,33 @@ public ServletInputStream getInputStream() throws IOException {
     }
 
     public void closeAndDrainRequest() throws IOException {
         if(reader != null) {
             reader.close();
         }
         if(servletInputStream == null) {
             servletInputStream = new ServletInputStreamImpl(this);
         }
         servletInputStream.close();
     }
 
     /**
      * Frees any resources (namely buffers) that may be associated with this request.
      *
      */
     public void freeResources() throws IOException {
         if(reader != null) {
             reader.close();
         }
         if(servletInputStream != null) {
             servletInputStream.close();
         }
     }
 
",97,,,
