,issue_id,issue_comments,issue_desc,created_at,closed_at
119,WFLY-1873,"16:45:28,305 ERROR [org.jboss.modcluster.mcmp.impl.DefaultMCMPHandler] (MSC service thread 1-2) Error [MEM: MEM: Can't read node: {4}] sending command DISABLE-APP to proxy localhost/127.0.0.1:6666, configuration will be reset
16:45:28,315 INFO  [org.wildfly.extension.undertow] (MSC service thread 1-8) JBAS017521: Undertow AJP listener ajp suspending
16:45:28,319 INFO  [org.wildfly.extension.undertow] (MSC service thread 1-8) JBAS017520: Undertow AJP listener ajp stopped, was bound to /127.0.0.1:8009
16:45:28,336 INFO  [org.jboss.as.connector.deployers.jdbc] (MSC service thread 1-4) JBAS010418: Stopped Driver service with driver-name = h2
16:45:28,344 INFO  [org.wildfly.extension.undertow] (MSC service thread 1-8) JBAS017521: Undertow HTTP listener default suspending
16:45:28,349 INFO  [org.wildfly.extension.undertow] (MSC service thread 1-8) JBAS017520: Undertow HTTP listener default stopped, was bound to /127.0.0.1:8080
16:45:38,307 WARN  [org.jboss.modcluster.ModClusterService] (MSC service thread 1-2) Failed to drain pending requests from context [org.wildfly.mod_cluster.undertow.UndertowContext@1906d941] within specified timeout: 10 seconds
16:45:38,308 WARN  [org.jboss.msc.service.fail] (MSC service thread 1-2) MSC000004: Failure during stop of service jboss.undertow.deployment.default-host./clusterbench-ee6-web: java.lang.IllegalStateException
	at org.jboss.msc.value.InjectedValue.getValue(InjectedValue.java:47) [jboss-msc-1.2.0.Beta2.jar:1.2.0.Beta2]
	at org.wildfly.mod_cluster.undertow.UndertowEventHandlerAdapter.onDeploymentStop(UndertowEventHandlerAdapter.java:137)
	at org.wildfly.extension.undertow.Host$2.invoke(Host.java:138)
	at org.wildfly.extension.undertow.UndertowService.fireEvent(UndertowService.java:168)
	at org.wildfly.extension.undertow.Host.unregisterDeployment(Host.java:135)
	at org.wildfly.extension.undertow.deployment.UndertowDeploymentService.stopContext(UndertowDeploymentService.java:104)
	at org.wildfly.extension.undertow.deployment.UndertowDeploymentService.stop(UndertowDeploymentService.java:94)
	at org.jboss.msc.service.ServiceControllerImpl$StopTask.stopService(ServiceControllerImpl.java:2052) [jboss-msc-1.2.0.Beta2.jar:1.2.0.Beta2]
	at org.jboss.msc.service.ServiceControllerImpl$StopTask.run(ServiceControllerImpl.java:2013) [jboss-msc-1.2.0.Beta2.jar:1.2.0.Beta2]
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145) [rt.jar:1.7.0_25]
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615) [rt.jar:1.7.0_25]
	at java.lang.Thread.run(Thread.java:724) [rt.jar:1.7.0_25]
",,,
124,WFLY-2260,"SlaveHostControllerAuthenticationTestCase often fails. On inspection this seems to be that the wrong version of the vault file is being used from the tmp directory.

One way to see this is to clear out the tmp directory, and to run 
$mvn clean install -pl testsuite/domain/  -DallTests -Dtest=org.jboss.as.test.integration.domain.SlaveHostControllerAuthenticationTestCase

a few times, most likely from the second time it will fail. This happens during setup of the test, so you can reproduce more easily by adding a simple class
{code}
public class __Throwaway {
   public static void main(String[] args) throws Exception{
       SlaveHostControllerAuthenticationTestCase test = new SlaveHostControllerAuthenticationTestCase();
       test.setupVault();
       test.slaveWithVaultPasswordTest();
   }
}
{code}
and adjusting the visiblity of the SlaveHostControllerAuthenticationTestCase
methods. There are also other tests using the vault which also seem to pollute the tmp dir.",,,
140,WFLY-2496,"[ModuleSpecification|https://github.com/wildfly/wildfly/blob/master/server/src/main/java/org/jboss/as/server/deployment/module/ModuleSpecification.java] does not use any form of synchronization to protect its mutable state yet may be used from multiple threads in multi-module deployment when a DeploymentUnitProcessor touches ModuleSpecification of a different deployment unit which is processed at that moment.

Here is an example of such access: https://github.com/wildfly/wildfly/blob/master/jsf/subsystem/src/main/java/org/jboss/as/jsf/deployment/JSFDependencyProcessor.java#L93

Here's how I think this problem manifests:

{noformat}
Caused by: java.lang.NullPointerException
        at org.jboss.as.server.deployment.module.ModuleSpecProcessor.createDependencies(ModuleSpecProcessor.java:284) [wildfly-server-8.0.0.Beta2-SNAPSHOT.jar:8.0.0.Beta2-SNAPSHOT]
        at org.jboss.as.server.deployment.module.ModuleSpecProcessor.createModuleService(ModuleSpecProcessor.java:220) [wildfly-server-8.0.0.Beta2-SNAPSHOT.jar:8.0.0.Beta2-SNAPSHOT]
        at org.jboss.as.server.deployment.module.ModuleSpecProcessor.deployModuleSpec(ModuleSpecProcessor.java:125) [wildfly-server-8.0.0.Beta2-SNAPSHOT.jar:8.0.0.Beta2-SNAPSHOT]
        at org.jboss.as.server.deployment.module.ModuleSpecProcessor.deploy(ModuleSpecProcessor.java:88) [wildfly-server-8.0.0.Beta2-SNAPSHOT.jar:8.0.0.Beta2-SNAPSHOT]
        at org.jboss.as.server.deployment.DeploymentUnitPhaseService.start(DeploymentUnitPhaseService.java:159) [wildfly-server-8.0.0.Beta2-SNAPSHOT.jar:8.0.0.Beta2-SNAPSHOT]
        ... 5 more
{noformat}

and here's my attempt to verify concurrent access by changing the code slightly to deadlock on concurrent access: 
{noformat}
""MSC service thread 1-6"":
        at sun.misc.Unsafe.park(Native Method)
        - parking to wait for  <0x00000000f742ba28> (a java.util.concurrent.locks.ReentrantLock$NonfairSync)
        at java.util.concurrent.locks.LockSupport.park(LockSupport.java:186)
        at java.util.concurrent.locks.AbstractQueuedSynchronizer.parkAndCheckInterrupt(AbstractQueuedSynchronizer.java:834)
        at java.util.concurrent.locks.AbstractQueuedSynchronizer.acquireQueued(AbstractQueuedSynchronizer.java:867)
        at java.util.concurrent.locks.AbstractQueuedSynchronizer.acquire(AbstractQueuedSynchronizer.java:1197)
        at java.util.concurrent.locks.ReentrantLock$NonfairSync.lock(ReentrantLock.java:214)
        at java.util.concurrent.locks.ReentrantLock.lock(ReentrantLock.java:290)
        at org.jboss.as.server.deployment.module.ModuleSpecification.foo(ModuleSpecification.java:170)
        at org.jboss.as.server.deployment.module.ModuleSpecification.addSystemDependency(ModuleSpecification.java:121)
        at org.jboss.as.jsf.deployment.JSFDependencyProcessor.addJSFAPI(JSFDependencyProcessor.java:115)
        at org.jboss.as.jsf.deployment.JSFDependencyProcessor.deploy(JSFDependencyProcessor.java:93)
        at org.jboss.as.server.deployment.DeploymentUnitPhaseService.start(DeploymentUnitPhaseService.java:159)
        - locked <0x00000000f69a8e88> (a org.jboss.as.server.deployment.DeploymentUnitPhaseService)
        at org.jboss.msc.service.ServiceControllerImpl$StartTask.startService(ServiceControllerImpl.java:1944)
        at org.jboss.msc.service.ServiceControllerImpl$StartTask.run(ServiceControllerImpl.java:1877)
        at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
        at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615)
        at java.lang.Thread.run(Thread.java:744)
""MSC service thread 1-3"":
        at sun.misc.Unsafe.park(Native Method)
        - parking to wait for  <0x00000000f742ba58> (a java.util.concurrent.locks.ReentrantLock$NonfairSync)
        at java.util.concurrent.locks.LockSupport.park(LockSupport.java:186)
        at java.util.concurrent.locks.AbstractQueuedSynchronizer.parkAndCheckInterrupt(AbstractQueuedSynchronizer.java:834)
        at java.util.concurrent.locks.AbstractQueuedSynchronizer.acquireQueued(AbstractQueuedSynchronizer.java:867)
        at java.util.concurrent.locks.AbstractQueuedSynchronizer.acquire(AbstractQueuedSynchronizer.java:1197)
        at java.util.concurrent.locks.ReentrantLock$NonfairSync.lock(ReentrantLock.java:214)
        at java.util.concurrent.locks.ReentrantLock.lock(ReentrantLock.java:290)
        at org.jboss.as.server.deployment.module.ModuleSpecification.foo(ModuleSpecification.java:175)
        at org.jboss.as.server.deployment.module.ModuleSpecification.addSystemDependency(ModuleSpecification.java:121)
        at org.jboss.as.jsf.deployment.JSFDependencyProcessor.addJSFAPI(JSFDependencyProcessor.java:115)
        at org.jboss.as.jsf.deployment.JSFDependencyProcessor.deploy(JSFDependencyProcessor.java:93)
        at org.jboss.as.server.deployment.DeploymentUnitPhaseService.start(DeploymentUnitPhaseService.java:159)
        - locked <0x00000000f6782960> (a org.jboss.as.server.deployment.DeploymentUnitPhaseService)
        at org.jboss.msc.service.ServiceControllerImpl$StartTask.startService(ServiceControllerImpl.java:1944)
        at org.jboss.msc.service.ServiceControllerImpl$StartTask.run(ServiceControllerImpl.java:1877)
        at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
        at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615)
        at java.lang.Thread.run(Thread.java:744)
{noformat}",,,
142,WFLY-2424,"This is causing ambiguous dependencies in the TCK as there end up multiple CDI managed beans being created for a component class

This is a regression caused by https://github.com/wildfly/wildfly/commit
/49b6dfbcadfc8d0f9a47092834a57a65561b0993",,,
143,WFLY-2346,"Add support for the 1.4 XML namespace in the messaging subsystem that added the max-saved-replicated-journal-size attribute to the hornetq-server resource (compared to the 1.3 namespace)
Same attribute should be also available in 2.0 xml namespace.",,,
183,WFLY-1809,org.jboss.as.security.plugins.JNDIBasedSecurityManagement uses a deprecated way of configuring an Infinispan cache which must be removed.,,,
184,WFLY-2853,"Since upgrade to Undertow CR2 which contains https://github.com/undertow-io/undertow/pull/164
JSFFailoverTestCase is failing.

example of failure: http://brontes.lab.eng.brq.redhat.com/viewLog.html?buildId=9076&buildTypeId=WFPR

{noformat}
org.junit.ComparisonFailure: expected:<...COz6P7qxwwkkxE.node-[0]> but was:<...COz6P7qxwwkkxE.node-[1]>
    at org.junit.Assert.assertEquals(Assert.java:115)
    at org.junit.Assert.assertEquals(Assert.java:144)
    at org.jboss.as.test.clustering.cluster.jsf.JSFFailoverTestCase.testGracefulSimpleFailover(JSFFailoverTestCase.java:268)
{noformat}",,,
247,WFLY-2895,"An NPE occurs when a void async method returns.

{noformat}
04:02:04,686 INFO  [org.jboss.as.quickstarts.ejb.asynchronous.AsynchronousAccessBean] (EJB default - 1) action 'fireAndForget' finished
04:02:04,687 ERROR [org.jboss.as.ejb3] (EJB default - 1) JBAS014249: Error invoking method public abstract void org.jboss.as.quickstarts.ejb.asynchronous.AsynchronousAccess.fireAndForget(long) on bean named AsynchronousAccessBean for appname  modulename jboss-as-ejb-asynchronous-ejb distinctname : java.lang.NullPointerException
    at org.jboss.as.ejb3.remote.protocol.versionone.MethodInvocationMessageHandler.invokeMethod(MethodInvocationMessageHandler.java:322)
    at org.jboss.as.ejb3.remote.protocol.versionone.MethodInvocationMessageHandler.access$100(MethodInvocationMessageHandler.java:70)
    at org.jboss.as.ejb3.remote.protocol.versionone.MethodInvocationMessageHandler$1.run(MethodInvocationMessageHandler.java:203)
    at java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:471) [rt.jar:1.7.0_45]
    at java.util.concurrent.FutureTask.run(FutureTask.java:262) [rt.jar:1.7.0_45]
    at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145) [rt.jar:1.7.0_45]
    at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615) [rt.jar:1.7.0_45]
    at java.lang.Thread.run(Thread.java:744) [rt.jar:1.7.0_45]
    at org.jboss.threads.JBossThread.run(JBossThread.java:122)
04:02:04,689 ERROR [org.jboss.as.ejb3] (EJB default - 1) JBAS014250: Could not write method invocation failure for method public abstract void org.jboss.as.quickstarts.ejb.asynchronous.AsynchronousAccess.fireAndForget(long) on bean named AsynchronousAccessBean for appname  modulename jboss-as-ejb-asynchronous-ejb distinctname  due to: java.io.IOException: JBAS014560: Could not open message outputstream for writing to Channel
    at org.jboss.as.ejb3.remote.protocol.AbstractMessageHandler.writeException(AbstractMessageHandler.java:102)
    at org.jboss.as.ejb3.remote.protocol.versionone.MethodInvocationMessageHandler.access$400(MethodInvocationMessageHandler.java:70)
    at org.jboss.as.ejb3.remote.protocol.versionone.MethodInvocationMessageHandler$1.run(MethodInvocationMessageHandler.java:213)
    at java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:471) [rt.jar:1.7.0_45]
    at java.util.concurrent.FutureTask.run(FutureTask.java:262) [rt.jar:1.7.0_45]
    at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145) [rt.jar:1.7.0_45]
    at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615) [rt.jar:1.7.0_45]
    at java.lang.Thread.run(Thread.java:744) [rt.jar:1.7.0_45]
    at org.jboss.threads.JBossThread.run(JBossThread.java:122)
Caused by: org.jboss.remoting3.NotOpenException: Writes closed
    at org.jboss.remoting3.remote.RemoteConnectionChannel.openOutboundMessage(RemoteConnectionChannel.java:112)
    at org.jboss.remoting3.remote.RemoteConnectionChannel.writeMessage(RemoteConnectionChannel.java:301)
    at org.jboss.as.ejb3.remote.protocol.versionone.ChannelAssociation.acquireChannelMessageOutputStream(ChannelAssociation.java:68)
    at org.jboss.as.ejb3.remote.protocol.AbstractMessageHandler.writeException(AbstractMessageHandler.java:100)
    ... 8 more
{noformat}",,,
248,WFLY-2829,"Without this, the user cannot configure OPTIMISTIC locking.",,,
249,WFLY-2762,"When an application provides a CDI bean, injection of this bean into another bean provided by a portable extension (which is attached to this application) fails.

The specific use case is the PE for Hibernate Validator which contains a class {{ValidationInterceptor}} with an injection point of type {{j.v.Validator}}. If the application happens to provide a producer for that type, deployment of the application fails with the following error message:

{quote}
WELD-001408: Unsatisfied dependencies for type Validator with qualifiers @Default
    at injection point \[UnbackedAnnotatedField\] @Inject private org.hibernate.validator.internal.cdi.interceptor.ValidationInterceptor.validator
{quote}

A test case can be found [here|https://github.com/gunnarmorling/hibernate-validator/tree/injection-issue-test]. To execute it, pull that branch and run:

{code}
mvn clean install -pl integration -Dit.test=InjectionIssueIT
{code}

The deployment of that Arquillian test fails with the error above.",,,
265,WFLY-3112,"

I'm under an ugly impression that one can't actually change {{history}} and {{decay}} attributes of *DynamicLoadBalanceFactorProvider*.

I was trying to figure out why the new test suite of CustomLoadMetric tests does not pass. In order to get load figures without history and decay manipulation, I set the following:

{code}
<subsystem xmlns=""urn:jboss:domain:modcluster:1.2"">
    <mod-cluster-config advertise-socket=""modcluster"" connector=""ajp"">
    <dynamic-load-provider history=""0"">
        <custom-load-metric class=""biz.karms.modcluster.CustomLoadMetric"" weight=""1"">
            <property name=""capacity"" value=""1000""/>
            <property name=""loadfile"" value=""/tmp/mod_cluster-eapx/loadfileA""/>
            <property name=""parseexpression"" value=""^LOAD: ([0-9]*)$""/>
        </custom-load-metric>
    </dynamic-load-provider>
    </mod-cluster-config>
</subsystem>
{code}

The aforementioned {{history=0}} effectively means that there is just 1 ""slot"" for a one historical value on which decay function should work.

If you take a look at the code in [DynamicLoadBalanceFactorProvider|https://github.com/modcluster/mod_cluster/blob/master/core/src/main/java/org/jboss/modcluster/load/impl/DynamicLoadBalanceFactorProvider.java#L54] constructor, it is apparent
that the size of the List that later serves for storing the historical values is set sooner than the actual [setHistory(int history)|https://github.com/modcluster/mod_cluster/blob/master/core/src/main/java/org/jboss/modcluster/load/impl/DynamicLoadBalanceFactorProvider.java#L177] method is called.
The actual size of that List collection wouldn't do any harm by itself but it is being used in the aforementioned class with {{.size()}} to control cycles.
The same IMHO holds for the decay attribute.

Anyhow, I put some additional logging to the [DynamicLoadBalanceFactorProvider.java|https://github.com/modcluster/mod_cluster/blob/master/core/src/main/java/org/jboss/modcluster/load/impl/DynamicLoadBalanceFactorProvider.java]:

{code}
// Historical value contribute an exponentially decayed factor
for (int i = 0; i < queue.size(); ++i) {
    double decay = 1 / Math.pow(decayFactor, i);
    totalDecay += decay;
    this.log.info(""KTAG: totalLoad:""+totalLoad+"", with decay:""+(totalLoad+queue.get(i).doubleValue() * decay));
    totalLoad += queue.get(i).doubleValue() * decay;
}
{code}

and

{code}
try {
    // Normalize load with respect to capacity
    this.recordLoad(metricLoadHistory, metric.getLoad(engine) / metric.getCapacity());
    this.log.info(""KTAG metricLoadHistory:""+metricLoadHistory.toString());
    totalWeight += weight;
    totalWeightedLoad += this.average(metricLoadHistory) * weight;
} catch (Exception e) {
    this.log.error(e.getLocalizedMessage(), e);
}
{code}

with the following being the output: [^redacted_log].

So, despite having {{history=0}}, which should force the system to keep just 1, the current value, {{metricLoadHistory}} grew from
{noformat}
KTAG metricLoadHistory:[0.8]
{noformat}
to
{noformat}
KTAG metricLoadHistory:[0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.8]
{noformat}
which is exactly [9|https://github.com/modcluster/mod_cluster/blob/master/core/src/main/java/org/jboss/modcluster/load/impl/DynamicLoadBalanceFactorProvider.java#L50] + [1|https://github.com/modcluster/mod_cluster/blob/master/core/src/main/java/org/jboss/modcluster/load/impl/DynamicLoadBalanceFactorProvider.java#L54] in size :-)

WDYT?
",,,
268,WFLY-3051,"i have gone through the below link for JMX subsystem for wildfly 8 as
https://docs.jboss.org/author/display/WFLY8/JMX+subsystem+configuration
 
but unable to connect to server-instances running remotely ...i have posted my question there as well and pasting it here now ...
can someone please give us the steps to configure JMX through jconsole...?

changes done on the domain.xml are the same as stated above

<subsystem xmlns=""urn:jboss:domain:jmx:1.3"">
                <expose-resolved-model/>
                <expose-expression-model/>
                <remoting-connector use-management-endpoint=""false""/>
            </subsystem>
<subsystem xmlns=""urn:jboss:domain:jmx:1.3"">
                <expose-resolved-model/>
                <expose-expression-model/>
                <remoting-connector use-management-endpoint=""false""/>
            </subsystem>
as per the jboss-as-jmx_1_3.xsd  its like
<xs:attribute name=""use-management-endpoint"" type=""xs:boolean"" default=""true"" use=""optional"" >
            <xs:annotation>
                <xs:documentation>
                    If true then this connector will use the management endpoint, otherwise it will use the
                    remoting subsystem endpoint.
                </xs:documentation>
            </xs:annotation>
        </xs:attribute>
now if we are making it false then it should be using the remoting endpoint ...now remoting subsystem by default uses ApplicatoinRealm
i have created application-user and password for the same but when i am trying to connect to remote server-instances its not connecting it....
below is what i am able to connect to 
service:jmx:http-remoting-jmx://remote_hostA:9990 --

Unknown macro: {host A is where my domain_controller is running}
how can i access the server-instances running on domain_controller

Unknown macro: {there are three server_instanaces running on HostA with a port offset of 100 each}
i am trying to connect with the below url as 
service:jmx:http-remoting-jmx://lremote_hostA:8180

let me know if something is missing from my side...
Thanks",,,
269,WFLY-2099,"When adding a role assigmment as 'administrator"" i get this:

This request

{noformat}
{
    ""address"" => [
        (""core-service"" => ""management""),
        (""access"" => ""authorization""),
        (""role-mapping"" => ""ADMINISTRATOR""),
        (""include"" => ""user-administrator@ManagementRealm"")
    ],
    ""name"" => ""administrator"",
    ""type"" => ""USER"",
    ""realm"" => ""ManagementRealm"",
    ""operation"" => ""add""
}
{noformat}


... leads to

{noformat}
[Host Controller] 18:12:36,723 ERROR [org.jboss.as.controller.management-operation] (XNIO-1 task-9) JBAS014613: Operation (""add"") failed - address: ([
[Host Controller]     (""core-service"" => ""management""),
[Host Controller]     (""access"" => ""authorization""),
[Host Controller]     (""role-mapping"" => ""ADMINISTRATOR""),
[Host Controller]     (""include"" => ""user-administrator@ManagementRealm"")
[Host Controller] ]) - failure description: ""JBAS015285: The runtime role mapping configuration is inconsistent, the server must be restarted.""
{noformat}",,,
