,issue_id,issue_comments,issue_desc,created_at,closed_at
5299,ISPN-2111,"See http://goo.gl/In41y

{code}java.lang.AssertionError
	at org.infinispan.client.hotrod.retry.ReplicationRetryTest.testPut(ReplicationRetryTest.java:56)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
	at java.lang.reflect.Method.invoke(Method.java:597)
	at org.testng.internal.MethodInvocationHelper.invokeMethod(MethodInvocationHelper.java:74)
	at org.testng.internal.Invoker.invokeMethod(Invoker.java:673)
	at org.testng.internal.Invoker.invokeTestMethod(Invoker.java:846)
	at org.testng.internal.Invoker.invokeTestMethods(Invoker.java:1170)
	at org.testng.internal.TestMethodWorker.invokeTestMethods(TestMethodWorker.java:125)
	at org.testng.internal.TestMethodWorker.run(TestMethodWorker.java:109)
	at org.testng.TestRunner.runWorkers(TestRunner.java:1147)
	at org.testng.TestRunner.privateRun(TestRunner.java:749)
	at org.testng.TestRunner.run(TestRunner.java:600)
	at org.testng.SuiteRunner.runTest(SuiteRunner.java:317)
	at org.testng.SuiteRunner.access$000(SuiteRunner.java:34)
	at org.testng.SuiteRunner$SuiteWorker.run(SuiteRunner.java:351)
	at org.testng.internal.thread.ThreadUtil$CountDownLatchedRunnable.run(ThreadUtil.java:147)
	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:886)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:908)
	at java.lang.Thread.run(Thread.java:662){code}",,,
5301,ISPN-2110,"See http://goo.gl/qbFML

{code}org.infinispan.client.hotrod.exceptions.TransportException:: java.net.SocketTimeoutException
	at org.infinispan.client.hotrod.impl.transport.tcp.TcpTransport.readByte(TcpTransport.java:184)
	at org.infinispan.client.hotrod.impl.protocol.Codec10.readHeader(Codec10.java:84)
	at org.infinispan.client.hotrod.impl.operations.HotRodOperation.readHeaderAndValidate(HotRodOperation.java:78)
	at org.infinispan.client.hotrod.impl.operations.AbstractKeyValueOperation.sendPutOperation(AbstractKeyValueOperation.java:72)
	at org.infinispan.client.hotrod.impl.operations.PutOperation.executeOperation(PutOperation.java:52)
	at org.infinispan.client.hotrod.impl.operations.PutOperation.executeOperation(PutOperation.java:41)
	at org.infinispan.client.hotrod.impl.operations.RetryOnFailureOperation.execute(RetryOnFailureOperation.java:68)
	at org.infinispan.client.hotrod.impl.RemoteCacheImpl.put(RemoteCacheImpl.java:220)
	at org.infinispan.CacheSupport.put(CacheSupport.java:53)
	at org.infinispan.client.hotrod.SocketTimeoutErrorTest.testErrorWhileDoingPut(SocketTimeoutErrorTest.java:105)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
	at java.lang.reflect.Method.invoke(Method.java:597)
	at org.testng.internal.MethodInvocationHelper.invokeMethod(MethodInvocationHelper.java:74)
	at org.testng.internal.Invoker.invokeMethod(Invoker.java:673)
	at org.testng.internal.Invoker.invokeTestMethod(Invoker.java:846)
	at org.testng.internal.Invoker.invokeTestMethods(Invoker.java:1170)
	at org.testng.internal.TestMethodWorker.invokeTestMethods(TestMethodWorker.java:125)
	at org.testng.internal.TestMethodWorker.run(TestMethodWorker.java:109)
	at org.testng.TestRunner.runWorkers(TestRunner.java:1147)
	at org.testng.TestRunner.privateRun(TestRunner.java:749)
	at org.testng.TestRunner.run(TestRunner.java:600)
	at org.testng.SuiteRunner.runTest(SuiteRunner.java:317)
	at org.testng.SuiteRunner.access$000(SuiteRunner.java:34)
	at org.testng.SuiteRunner$SuiteWorker.run(SuiteRunner.java:351)
	at org.testng.internal.thread.ThreadUtil$CountDownLatchedRunnable.run(ThreadUtil.java:147)
	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:886)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:908)
	at java.lang.Thread.run(Thread.java:662)
Caused by: java.net.SocketTimeoutException
	at sun.nio.ch.SocketAdaptor$SocketInputStream.read(SocketAdaptor.java:201)
	at sun.nio.ch.ChannelInputStream.read(ChannelInputStream.java:86)
	at java.io.BufferedInputStream.fill(BufferedInputStream.java:218)
	at java.io.BufferedInputStream.read(BufferedInputStream.java:237)
	at org.infinispan.client.hotrod.impl.transport.tcp.TcpTransport.readByte(TcpTransport.java:179){code}

The test could be reduced to simply expecting the socket, the put calls after that are not really necessary.",,,
5302,ISPN-2108,"HeavyLoadConnectionPoolingTest.testHeavyLoad has been disabled cos it was unstable.

It needs to be reenabled once it's been looked into.",,,
5303,ISPN-2101,"The cache will not be created because of the following sql error:
Running sql 'SELECT DATA_COLUMN, ID_COLUMN FROM ISPN_STRING_TABLE_keychain LIMIT ?


ERROR org.infinispan.loaders.jdbc.DataManipulationHelper[253] - ISPN008007: SQL error while fetching all StoredEntries
java.sql.SQLSyntaxErrorException: Syntax error: Encountered ""?"" at line 1, column 69.
        at org.apache.derby.impl.jdbc.SQLExceptionFactory40.getSQLException(Unknown Source)
        at org.apache.derby.impl.jdbc.Util.generateCsSQLException(Unknown Source)
        at org.apache.derby.impl.jdbc.TransactionResourceImpl.wrapInSQLException(Unknown Source)
        at org.apache.derby.impl.jdbc.TransactionResourceImpl.handleException(Unknown Source)
        at org.apache.derby.impl.jdbc.EmbedConnection.handleException(Unknown Source)
        at org.apache.derby.impl.jdbc.ConnectionChild.handleException(Unknown Source)
        at org.apache.derby.impl.jdbc.EmbedPreparedStatement.<init>(Unknown Source)
        at org.apache.derby.impl.jdbc.EmbedPreparedStatement20.<init>(Unknown Source)
        at org.apache.derby.impl.jdbc.EmbedPreparedStatement30.<init>(Unknown Source)
        at org.apache.derby.impl.jdbc.EmbedPreparedStatement40.<init>(Unknown Source)
        at org.apache.derby.jdbc.Driver40.newEmbedPreparedStatement(Unknown Source)
        at org.apache.derby.impl.jdbc.EmbedConnection.prepareStatement(Unknown Source)
        at org.apache.derby.impl.jdbc.EmbedConnection.prepareStatement(Unknown Source)
        at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
        at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
        at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)

The problem is that Apache Derby does not support select LIMIT.

See here from Derby doc:
5.2. Does Derby support a LIMIT command?
^

Derby does not support the LIMIT syntax. However, Derby 10.4 added the ROW_NUMBER function and Derby 10.7 added the OFFSET and FETCH clauses.

Derby also supports limiting the number of rows returned by a query through JDBC. For example, to fetch the first 5 rows of a large table:

Statement stmt = con.createStatement();
stmt.setMaxRows(5);
ResultSet rs = stmt.executeQuery(""SELECT * FROM myLargeTable"");

Some related tuning tips are available in this external article.

Starting with the 10.4.1.3 release Derby also supports limiting the number of rows using the ROW_NUMBER function.

For example, to fetch the first 5 rows of a large table:

SELECT * FROM (
    SELECT ROW_NUMBER() OVER() AS rownum, myLargeTable.*
    FROM myLargeTable
) AS tmp
WHERE rownum <= 5;

The ROW_NUMBER function can also be used to select a limited number of rows starting with an offset, for example:

SELECT * FROM (
    SELECT ROW_NUMBER() OVER() AS rownum, myLargeTable.*
    FROM myLargeTable
) AS tmp
WHERE rownum > 200000 AND rownum <= 200005;

For more information, refer to the ROW_NUMBER built-in function in the Derby Reference Manual (available from the Documentation page). Development notes are available on the OLAPRowNumber wiki page.

The LIMIT keyword is not defined in the SQL standard, and is currently not supported.

",,,
5304,ISPN-2096,"When the coordinator receives a {{CacheViewControlCommand(REQUEST_JOIN)}} command from a node that's already a member of the cache, it should just ignore it. Currently it tries to install a new cache view with a duplicate member, and the new cache view installation fails with this error:

{noformat}
[13:37:08,442] [WARN] (CacheViewControlCommand.java:141) - ISPN000071: Caught exception when handling command CacheViewControlCommand{cache=Demo, type=PREPARE_VIEW, sender=ppl-poz-nb0074/testy, newViewId=2, newMembers=[PPL-POZ-NB0074-33316, PPL-POZ-NB0074-33316], oldViewId=1, oldMembers=[PPL-POZ-NB0074-33316]}
java.lang.IllegalStateException: Cannot prepare new view CacheView{viewId=2, members=[PPL-POZ-NB0074-33316, PPL-POZ-NB0074-33316]} on cache Demo, we are currently preparing view CacheView{viewId=2, members=[PPL-POZ-NB0074-33316, PPL-POZ-NB0074-33316]}
    at org.infinispan.cacheviews.CacheViewInfo.prepareView(CacheViewInfo.java:102)
    at org.infinispan.cacheviews.CacheViewsManagerImpl.handlePrepareView(CacheViewsManagerImpl.java:481)
    at org.infinispan.commands.control.CacheViewControlCommand.perform(CacheViewControlCommand.java:126)
{noformat}",,,
5305,ISPN-2095,"Here's the scenario:

Given 2 nodes with REPL_SYNC cache with passivating cache store (e.g. default web cache in AS7).

1. Create cache entry containing atomic map with 2 map entries on node1.
2. Passivate that cache entry on node2 via manual evict.
3. Modify 1 of the atomic map entries within the cache entry on node1.
4. Lookup atomic map on node2.  It only contains 1 map entry - the map entry modified in step 3.  The other map entry is lost.",,,
5311,ISPN-2092,"Using a local cache with optimistic locking, repeatable read and write skew check, two threads will concurrently execute a transaction that put() the same key. In this case write skew check is properly detected and only one is able to commit. If the two threads modify two keys no write skew check happens and both will commit. It turns out there is an optimization in OptimisticLockingInterceptor for single modification transactions. The write skew check is properly done on this code path but is not done for the code path that handles transactions with multiple modifications. More specifically, LockAcquisitionVisitor.performWriteSkewCheck is not invoked at all. Please have a look at WriteSkewTest.testCheckWriteSkewWithMultipleModifications() in the pull request that demonstrates the issue.
",,,
5316,ISPN-2090,"When implementing @TransactionCompleted in a sync listener, calling cache.get() even when event.isPre=false throws:

{code}IllegalStateException - ActionStatus.COMMITTED  is not in a valid state to be invoking cache operations on{code}",,,
5325,ISPN-2089,"This test fails:

{code}public class DistSyncTxCacheStoreSharedTest extends BaseDistCacheStoreTest {

   public DistSyncTxCacheStoreSharedTest() {
      sync = true;
      tx = true;
      testRetVals = true;
      shared = true;
      INIT_CLUSTER_SIZE = 2;
      numOwners = 1;
   }

   public void testPutFromNonOwner() throws Exception {
      Cache<Object, String> cacheX = getFirstNonOwner(""key1"");
      CacheStore storeX = TestingUtil.extractComponent(
            cacheX, CacheLoaderManager.class).getCacheStore();
      cacheX.put(""key1"", ""v1"");
      assertEquals(""v1"", cacheX.get(""key1""));
      assertNotNull(storeX.load(""key1""));
      assertEquals(""v1"", storeX.load(""key1"").getValue());
   }

}{code}",,,
5329,ISPN-2088,"In Infinispan 5.1.5, I'm experiencing a consistent NPE in the constructor in DefaultCacheManager at line 434 - DefaultCacheManager(String globalConfigurationFile, String defaultConfigurationFile, String namedCacheFile, boolean start), when the named cache file is specified.
 
On line 447, it calls defineConfiguration(), which ultimately NPEs on line 974 because the globalComponentRegistry has not yet been created. If you look back at line 447, you can see that the globalComponentRegistry is created afterwards on line 450.",,,
5333,ISPN-2083,"When a _CacheLoaderConfig_ is used which is not also a _CacheStoreConfig_, the LegacyConfigurationAdaptor is not setting the configured properties on the CacheLoader",,,
5348,ISPN-2082,"I've configured a JdbcStringBasedCacheStore with a VARCHAR(4000) key column and a BLOB value column.  If I try to store a BLOB value of less than 4000 bytes, everything works fine.  If the value is greater, the cache store fails with ORA-24816.  This occurs because the BLOB column is not the last one in the PreparedStatement SQL as the Oracle driver requires.  My current, sad workaround is to clone the JdbcStringBasedCacheStore implementation and write my own insert/update SQL in storeLockSafe().  This works fine, but obviously isn't ideal from an upgrade point of view.  Simply overriding storeLockSafe() isn't an option due to all the private fields.",,,
5352,ISPN-2081,"There's no ordering between the prepare and commit/rollback messages, as the later are sent OOB.
With this in mind, the following transaction leak might happen:
Tx1 send prepare on nodes {A,B}
1. the message reaches A and timeouts but hasn't yet been processed on B
2. The transaction originator reacts immediately to the timeout received from A without waiting the response from B and sends a rollback request
3. The rollback request is processed on A and B 
4. The initial prepare is then processed on B

At this point we have an orphan transaction prepare on B.
Whilst this is not causing any inconsistencies, it keeps keys locked indefinitely and is a memory leak.  

The solution would be to wait at 2 for all the prepare messages *before* sending the rollback.
Attached is a unit test to reproduce the issue.

Related mailing list thread: http://infinispan.markmail.org/search/#query:%20list%3Aorg.jboss.lists.infinispan-dev+page:1+mid:xgnmtee56jpqifs6+state:results  ",,,
5375,ISPN-2079,"Not much on TRACE logs, but something's wrong with it.

{code}Error Message

expected:<2> but was:<1>
Stacktrace

java.lang.AssertionError: expected:<2> but was:<1>
	at org.testng.AssertJUnit.fail(AssertJUnit.java:57)
	at org.testng.AssertJUnit.failNotEquals(AssertJUnit.java:362)
	at org.testng.AssertJUnit.assertEquals(AssertJUnit.java:78)
	at org.testng.AssertJUnit.assertEquals(AssertJUnit.java:243)
	at org.testng.AssertJUnit.assertEquals(AssertJUnit.java:250)
	at org.infinispan.client.hotrod.ClientConnectionPoolingTest.testMaxActiveReached(ClientConnectionPoolingTest.java:206)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
	at java.lang.reflect.Method.invoke(Method.java:597)
	at org.testng.internal.MethodInvocationHelper.invokeMethod(MethodInvocationHelper.java:74)
	at org.testng.internal.Invoker.invokeMethod(Invoker.java:673)
	at org.testng.internal.Invoker.invokeTestMethod(Invoker.java:846)
	at org.testng.internal.Invoker.invokeTestMethods(Invoker.java:1170)
	at org.testng.internal.TestMethodWorker.invokeTestMethods(TestMethodWorker.java:125)
	at org.testng.internal.TestMethodWorker.run(TestMethodWorker.java:109)
	at org.testng.TestRunner.runWorkers(TestRunner.java:1147)
	at org.testng.TestRunner.privateRun(TestRunner.java:749)
	at org.testng.TestRunner.run(TestRunner.java:600)
	at org.testng.SuiteRunner.runTest(SuiteRunner.java:317)
	at org.testng.SuiteRunner.access$000(SuiteRunner.java:34)
	at org.testng.SuiteRunner$SuiteWorker.run(SuiteRunner.java:351)
	at org.testng.internal.thread.ThreadUtil$CountDownLatchedRunnable.run(ThreadUtil.java:147)
	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:886)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:908)
	at java.lang.Thread.run(Thread.java:662){code}",,,
5376,ISPN-2078,"Javadoc currently reads: ""Returns the parent node. If this is the root node, this method returns <code>null</code>."".
Actually, if invoked on root node itreturns itself. This behaviour is consistent with JBoss Cache and has to be maintained for legacy compatibility. Javadoc must be fixed to reflect this.",,,
5377,ISPN-2077,"Transaction manager silently aborts transaction commit due to write skew conflicts with other concurrent TX but does not throw RollbackException from TransactionManager.commit() as mandated by JTA spec. This only happens for a non-transactional cache. Tx for non-transactional caches are supported via DummyTransactionManager/DummyTransaction which seems to behave quite differently than JBoss TM and the JTA spec.

I've done a simple test. One non-transactional cache with batching, optimistic locking, simple versioning and write skew check. I use explicit manual transaction demarcation. N threads attempt to remove the same key concurrently and I count how many succeeded to remove (ie. remove(key,value) returned true) and also commit the TX successfully. I expect 1 but it turns out there are more successes.",,,
5379,ISPN-2076,"A simple write skew check failure is logged as a critical error in org.infinispan.interceptors.InvocationContextInterceptor:146

This should be reported at most as DEBUG (but still re-thrown to the invoker) 

{quote}
(main) ISPN000136: Execution error
org.infinispan.CacheException: Detected write skew - concurrent removal of entry!
	at org.infinispan.container.entries.RepeatableReadEntry.performLocalWriteSkewCheck(RepeatableReadEntry.java:75)
{quote}",,,
5383,ISPN-2074,"If the normalised consistent hash of the key has value equal to 0 then an incorrect node is returned. 
",,,
5385,ISPN-2073,"Some modules' logging message id ranges overlap (hbase+cassandra, core+tree). Clean up and add the ranges to README-i18n.txt",,,
5388,ISPN-2072,"When having this configuration:
{code:xml}
<transaction
        transactionMode=""TRANSACTIONAL""
        transactionManagerLookupClass=""org.infinispan.transaction.lookup.JBossStandaloneJTAManagerLookup""/>
    <locking isolationLevel=""REPEATABLE_READ"" writeSkewCheck=""true"" />
{code}

When a write skew check is failed, the following exception is propagated to the user code:
{quote}
org.infinispan.CacheException: Detected write skew - concurrent removal of entry!
	at org.infinispan.container.entries.RepeatableReadEntry.performLocalWriteSkewCheck(RepeatableReadEntry.java:75)
        at org.infinispan.container.entries.RepeatableReadEntry.copyForUpdate(RepeatableReadEntry.java:52)
	at org.infinispan.container.EntryFactoryImpl.wrapEntryForRemove(EntryFactoryImpl.java:133)
	at org.infinispan.interceptors.EntryWrappingInterceptor.visitRemoveCommand(EntryWrappingInterceptor.java:158)
	at org.infinispan.commands.write.RemoveCommand.acceptVisitor(RemoveCommand.java:72)
	at org.infinispan.interceptors.base.CommandInterceptor.invokeNextInterceptor(CommandInterceptor.java:116)
	at org.infinispan.interceptors.locking.OptimisticLockingInterceptor.visitRemoveCommand(OptimisticLockingInterceptor.java:173)
	at org.infinispan.commands.write.RemoveCommand.acceptVisitor(RemoveCommand.java:72)
{quote}

The user code is catching the exception, and attempts a rollback. The rollback fails with:

{quote}
WARN  [jta] (main) ARJUNA016045: attempted rollback of < formatId=131077, gtrid_length=29, bqual_length=36, tx_uid=0:ffffac11823e:8e2d:4fc39246:2669f, node_name=1, branch_uid=0:ffffac11823e:8e2d:4fc39246:266a4, subordinatenodename=null, eis_name=0 > (TransactionXaAdapter\{localTransaction=LocalXaTransaction\{xid=< formatId=131077, gtrid_length=29, bqual_length=36, tx_uid=0:ffffac11823e:8e2d:4fc39246:2669f, node_name=1, branch_uid=0:ffffac11823e:8e2d:4fc39246:266a4, subordinatenodename=null, eis_name=0 >} LocalTransaction\{remoteLockedNodes=null, isMarkedForRollback=false, transaction=TransactionImple < ac, BasicAction: 0:ffffac11823e:8e2d:4fc39246:2669f status: ActionStatus.ABORTING >, lockedKeys=null, backupKeyLocks=null, viewId=-1} org.infinispan.transaction.xa.LocalXaTransaction@99a9}) failed with exception code XAException.XAER_NOTA
javax.transaction.xa.XAException
	at org.infinispan.transaction.xa.TransactionXaAdapter.getLocalTransactionAndValidateImpl(TransactionXaAdapter.java:245)
	at org.infinispan.transaction.xa.TransactionXaAdapter.rollback(TransactionXaAdapter.java:134)
	at com.arjuna.ats.internal.jta.resources.arjunacore.XAResourceRecord.topLevelAbort(XAResourceRecord.java:345)
	at com.arjuna.ats.arjuna.coordinator.BasicAction.doAbort(BasicAction.java:2876)
	at com.arjuna.ats.arjuna.coordinator.BasicAction.doAbort(BasicAction.java:2855)
	at com.arjuna.ats.arjuna.coordinator.BasicAction.Abort(BasicAction.java:1618)
	at com.arjuna.ats.arjuna.coordinator.TwoPhaseCoordinator.cancel(TwoPhaseCoordinator.java:118)
	at com.arjuna.ats.arjuna.AtomicAction.abort(AtomicAction.java:188)
	at com.arjuna.ats.internal.jta.transaction.arjunacore.TransactionImple.rollbackAndDisassociate(TransactionImple.java:1247)
	at com.arjuna.ats.internal.jta.transaction.arjunacore.BaseTransaction.rollback(BaseTransaction.java:134)
{quote}

as in _org.infinispan.transaction.xa.TransactionXaAdapter.getLocalTransactionAndValidateImpl(Xid, XaTransactionTable)_ the operation 
{code}
LocalXaTransaction localTransaction = txTable.getLocalTransaction(xid);{code}
returns *null*.

This happens as the method _org.infinispan.interceptors.TxInterceptor_.enlistWriteAndInvokeNext(InvocationContext, WriteCommand) is removing a reference to the local transaction on *line 218*

I've removed the cleanup line and it fixes my problem: I'm now correctly able to rollback transactions and try again. Still I'm uncomfortable with that change..",,,
5393,ISPN-2068,"I am using Infinispan on top of a Cassandra cache store. Whenever I start an Infinispan cluster node, and Cassandra contains data from a previous run, the application immediatly allocates all available memory (1GB) and after a few minutes I get OutOfMemory exceptions in org.infinispan.loaders.cassandra.CassandraCacheStore.purgeInternal.

If I purge Cassandra manually (TRUNCATE InfinispanEntries; TRUNCATE InfinispanExpiration;) and restart the application, everything works again.

Note that there were only around 10000 entries stored in Cassandra (around 150 MB spread over 2 nodes). 

Infinispan loaders configuration:

<loaders passivation=""false"" preload=""false"" shared=""true"">
     <loader class=""org.infinispan.loaders.cassandra.CassandraCacheStore"" fetchPersistentState=""false"" ignoreModifications=""false"" purgeOnStartup=""false"">
          <properties>
               <!--  property name=""autoCreateKeyspace"" value=""true""/ -->
               <property name=""host"" value=""localhost"" />
               <property name=""keySpace"" value=""Infinispan"" />
               <property name=""entryColumnFamily"" value=""InfinispanEntries"" />
               <property name=""expirationColumnFamily"" value=""InfinispanExpiration"" />
               <property name=""sharedKeyspace"" value=""false"" />
               <property name=""readConsistencyLevel"" value=""ONE"" />
               <property name=""writeConsistencyLevel"" value=""ONE"" />
               <property name=""configurationPropertiesFile"" value=""cassandrapool.properties"" />
               <property name=""keyMapper"" value=""org.infinispan.loaders.keymappers.DefaultTwoWayKey2StringMapper"" />
          </properties>
     </loader>
</loaders>

Stack trace:

Caused by: java.lang.OutOfMemoryError: Java heap space
        at java.nio.ByteBuffer.wrap(ByteBuffer.java:367)
        at java.nio.ByteBuffer.wrap(ByteBuffer.java:390)
        at org.apache.thrift.TBaseHelper.rightSize(TBaseHelper.java:279)
        at org.apache.cassandra.thrift.Column.getName(Column.java:195)
        at org.infinispan.loaders.cassandra.CassandraCacheStore.purgeInternal(CassandraCacheStore.java:539)
        at org.infinispan.loaders.cassandra.CassandraCacheStore.start(CassandraCacheStore.java:153)
        at org.infinispan.loaders.CacheLoaderManagerImpl.start(CacheLoaderManagerImpl.java:136)
        at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
        at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
        at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
        at java.lang.reflect.Method.invoke(Method.java:616)
        at org.infinispan.util.ReflectionUtil.invokeAccessibly(ReflectionUtil.java:236)
        at org.infinispan.factories.AbstractComponentRegistry$PrioritizedMethod.invoke(AbstractComponentRegistry.java:885)
        at org.infinispan.factories.AbstractComponentRegistry.invokeStartMethods(AbstractComponentRegistry.java:639)
        at org.infinispan.factories.AbstractComponentRegistry.internalStart(AbstractComponentRegistry.java:628)
        at org.infinispan.factories.AbstractComponentRegistry.start(AbstractComponentRegistry.java:531)
        at org.infinispan.factories.ComponentRegistry.start(ComponentRegistry.java:174)
        at org.infinispan.CacheImpl.start(CacheImpl.java:521)
        at org.infinispan.manager.DefaultCacheManager.createCache(DefaultCacheManager.java:656)
        at org.infinispan.manager.DefaultCacheManager.getCache(DefaultCacheManager.java:549)
        at org.infinispan.manager.DefaultCacheManager.getCache(DefaultCacheManager.java:521)",,,
5394,ISPN-2060,"Test:

{code}@Test(groups = ""unit"", testName = ""BootTest"")
public class BootTest extends SingleCacheManagerTest {

   @Override
   protected EmbeddedCacheManager createCacheManager() throws Exception {
      return TestCacheManagerFactory.fromXml(""infinispan.xml"");
   }

   public void test000() {
      new TreeCacheFactory().createTreeCache(cache);
   }

}{code}

XML:

{code}<infinispan>
   <default>
      <locking isolationLevel=""REPEATABLE_READ"" lockAcquisitionTimeout=""15000"" writeSkewCheck=""true""/>
      <transaction transactionManagerLookupClass=""org.infinispan.transaction.lookup.GenericTransactionManagerLookup"" transactionMode=""TRANSACTIONAL"" lockingMode=""OPTIMISTIC""/>
      <invocationBatching enabled=""true""/>
      <versioning versioningScheme=""SIMPLE"" enabled=""true"" />
      <clustering mode=""LOCAL""/>
   </default>
   <namedCache name=""JCoffeeSystemCache"">
      <versioning versioningScheme=""SIMPLE"" enabled=""true"" />
   </namedCache>
</infinispan>
{code}",,,
5395,ISPN-2058,"NodeMoveAPITest.testConcurrency() is broken, see attached log. 

To summarise, when the concurrent moves begin, two threads are allowed to move, '/a/x' to '/d' and '/b'.

The result is that 'x' appears under both '/b' and 'd' in the end.

This test has been failing as early as https://infinispan.ci.cloudbees.com/job/Infinispan-5.1.x-JDK6-tcp/org.infinispan$infinispan-tree/142/testReport/junit/org.infinispan.api.tree/NodeMoveAPITest/testConcurrency/ but could have been failing from an earlier stage.

",,,
